MOFname,CO2_uptake_P0.15bar_T298K [mmol/g],CO2_uptake_error_P0.15bar_T298K [mmol/g],heat_adsorption_CO2_P0.15bar_T298K [kcal/mol],heat_adsorption_error_CO2_P0.15bar_T298K [kcal/mol],excess_CO2_uptake_P0.15bar_T298K [mmol/g],CO2_uptake_P0.10bar_T363K [mmol/g],CO2_uptake_error_P0.10bar_T363K [mmol/g],heat_adsorption_CO2_P0.10bar_T363K [kcal/mol],heat_adsorption_error_CO2_P0.10bar_T363K [kcal/mol],excess_CO2_uptake_P0.10bar_T363K [mmol/g],CO2_uptake_P0.70bar_T413K [mmol/g],CO2_uptake_error_P0.70bar_T413K [mmol/g],heat_adsorption_CO2_P0.70bar_T413K [kcal/mol],heat_adsorption_error_CO2_P0.70bar_T413K [kcal/mol],excess_CO2_uptake_P0.70bar_T413K [mmol/g],working_capacity_vacuum_swing [mmol/g],working_capacity_temperature_swing [mmol/g],CO2_binary_uptake_P0.15bar_T298K [mmol/g],CO2_binary_uptake_error_P0.15bar_T298K [mmol/g],heat_adsorption_CO2_binary_P0.15bar_T298K [kcal/mol],heat_adsorption_error_CO2_binary_P0.15bar_T298K [kcal/mol],excess_CO2_binary_uptake_P0.15bar_T298K [mmol/g],N2_binary_uptake_P0.85bar_T298K [mmol/g],N2_binary_uptake_error_P0.85bar_T298K [mmol/g],heat_adsorption_N2_binary_P0.85bar_T298K [kcal/mol],heat_adsorption_error_N2_binary_P0.85bar_T298K [kcal/mol],excess_N2_binary_uptake_P0.85bar_T298K [mmol/g],CO2/N2_selectivity,volume [A^3],weight [u],surface_area [m^2/g],void_fraction,void_volume [cm^3/g],largest_free_sphere_diameter(PLD)[A],largest_included_sphere_along_free_sphere_path_diameter(LCD)[A],largest_included_sphere_diameter(GLD)[A],functional_groups,metal_linker,organic_linker1,organic_linker2,topology
str_m5_o16_o18_sra_sym.64,2.788641,0.011903,8.951171,0.111104,2.788641,0.461042,0.08818,8.891866,3.125419,0.461042,0.549432,0.113341,8.771788,3.280424,0.549432,2.327599,2.239209,1.796566,0.360232,9.397645,3.531192,1.796566,0.222161,0.044546,5.666684,2.034991,0.222161,40.97299286,2242.367331,1674.90484,0,0.0569,0.0459,3.78597,2.07606,3.37345,H-CN,9,16,18,sra
str_m3_o4_o14_pcu_sym.172,2.652468,0.010902,7.532148,0.094367,2.652188,0.324894,0.056075,6.726565,2.072932,0.32474,0.774541,0.219474,6.883876,3.436118,0.773596,2.327574,1.877927,2.480756,0.004091,6.983543,0.040266,2.480475,0.261112,0.004734,4.345938,0.403519,0.259985,48.13705894,1124.993018,776.2038,1091.74,0.1789,0.1561,5.52675,4.15576,5.09161,NO2-H,3,4,14,pcu
str_m2_o10_o29_pcu_sym.58,3.127595,0.975708,6.272166,3.543938,3.127214,0.800089,0.150576,7.425848,2.523554,0.79988,1.0198,0.288971,7.407006,3.732587,1.018517,2.327506,2.107795,2.98409,0.74302,6.927496,3.154907,2.983709,0.308862,0.076905,4.01041,1.702233,0.307289,48.95192459,1737.338416,1151.51286,1489.42,0.23222,0.211,5.55773,5.15628,5.55773,I,2,10,29,pcu
str_m4_o17_o17_acs_sym.150,3.633975,0.01792,9.125499,0.14951,3.633975,1.306583,0.498549,8.636797,6.040539,1.306583,1.530481,0.341869,9.272068,3.775617,1.530481,2.327392,2.103494,2.812327,0.092742,10.115114,1.070017,2.812327,0.243231,0.009024,5.03665,0.482744,0.243231,58.58267847,3762.53133,3034.25612,0,0.10754,0.0803,5.34243,2.82083,5.34243,SO3H,4,17,17,acs
str_m3_o10_o16_pcu_sym.176,2.697927,0.003963,6.476522,0.027688,2.697639,0.370647,0.058013,6.659397,1.858829,0.370489,0.732469,0.20055,6.638893,3.18603,0.7315,2.32728,1.965458,2.464096,0.008505,7.040727,0.071087,2.463809,0.364348,0.00025,4.378597,0.017669,0.363264,34.26601235,821.289199,539.07788,1315.3,0.20674,0.1897,4.95695,3.5249,4.95695,H,3,10,16,pcu
str_m3_o4_o9_pcu_sym.220,2.638284,0.099145,7.9933,0.932014,2.638061,0.311036,0.0507,7.2119,2.115982,0.310914,0.558082,0.155495,6.993112,3.439564,0.557331,2.327248,2.080202,2.133318,0.011655,6.481484,0.101922,2.133095,0.194113,0.005793,4.369007,0.301976,0.193184,55.68308769,1172.268226,878.33704,764.88,0.14686,0.118,5.9834,3.5057,5.7254,NO2,3,4,9,pcu
str_m5_o13_o16_sra_sym.28,2.677265,0.034418,6.743581,0.277875,2.676917,0.350264,0.063753,6.58752,2.13545,0.350074,0.676105,0.221384,6.322815,3.603218,0.674933,2.327001,2.00116,2.33096,0.029076,6.189564,0.22831,2.330612,0.2867,0.006611,3.899038,0.286799,0.285418,41.19357284,2416.654216,1476.36858,1895.48,0.23531,0.232,5.35994,4.23617,5.35994,I,9,13,16,sra
str_m7_o9_o22_bcu_sym.9,2.651806,0.073831,7.294427,0.609625,2.651806,0.324987,0.092847,7.186261,3.693975,0.324987,0.749193,0.287477,6.383923,4.269371,0.749193,2.326819,1.902613,2.82396,0.082917,6.864626,0.572027,2.82396,0.330078,0.013437,4.178603,0.412272,0.330078,43.34752392,2592.87784,1556.30916,0,0.16923,0.1698,7.23443,2.23083,7.23443,H,12,9,22,bcu
str_m5_o11_o18_sra_sym.182,3.038994,0.00735,9.090025,0.050561,3.038994,0.712178,0.191495,8.498666,4.182422,0.712178,0.918662,0.323487,9.428401,6.062026,0.918662,2.326816,2.120332,2.519587,0.09041,9.956121,1.09225,2.519587,0.08948,0.009724,5.273885,1.534716,0.08948,142.6677187,2265.318341,1572.78892,0,0.07783,0.0675,4.05148,2.4734,4.05148,OH-Me,9,11,18,sra
str_m2_o4_o14_pcu_sym.121,2.609145,0.015092,8.408685,0.137553,2.609145,0.282436,0.045125,8.69564,2.548121,0.282436,0.480091,0.075143,7.968635,2.237566,0.480091,2.326709,2.129054,2.14436,0.044154,8.777355,0.526089,2.14436,0.129627,0.003103,4.902207,0.263099,0.129627,83.81554254,1117.357888,821.64464,0,0.08946,0.0733,4.14879,2.71766,4.14879,OH-OEt,2,4,14,pcu
str_m5_o5_o18_sra_sym.64,2.633662,0.040258,10.554748,0.514598,2.633662,0.307011,0.072102,9.153237,3.960459,0.307011,0.681975,0.229371,8.734392,5.323265,0.681975,2.326651,1.951687,1.264112,0.030968,9.338255,0.655624,1.264112,0.34624,0.008126,5.780658,0.388557,0.34624,18.49825015,1853.971477,1288.74536,0,0.0161,0.0139,3.90149,2.15207,3.70146,Pr,9,5,18,sra
str_m5_o10_o28_sra_sym.63,2.696232,0.036173,6.91586,0.270802,2.69598,0.369652,0.067282,6.871605,2.238865,0.369515,0.621266,0.196278,7.326715,4.110898,0.62042,2.32658,2.074966,2.530364,0.01207,7.28943,0.099017,2.530112,0.241044,0.002174,4.003455,0.169436,0.240027,53.18743023,2797.937407,1712.67532,967.75,0.18976,0.1867,5.83345,4.38177,5.83345,H-OH,9,10,28,sra
str_m2_o10_o26_pcu_sym.87,2.72642,0.02031,9.137364,0.212004,2.72642,0.40028,0.083752,8.390416,3.209264,0.40028,0.874517,0.25975,8.599157,4.620732,0.874517,2.32614,1.851903,2.295175,0.003182,8.133689,0.034576,2.295175,0.149843,0.0011,4.936191,0.079059,0.149843,77.60713992,1087.341591,773.60184,0,0.08788,0.0744,4.42155,2.58492,4.42155,HCO-OMe,2,10,26,pcu
str_m2_o16_o18_pcu_sym.128,2.621854,0.62079,6.519197,2.80674,2.621415,0.295762,0.039407,6.637303,1.576454,0.295521,0.602383,0.113368,6.377508,2.091563,0.600904,2.326092,2.019471,2.187967,0.544791,6.464321,2.924251,2.187528,0.291874,0.072675,3.958323,1.676295,0.28999,37.98111331,1926.735076,1091.0853,1297.11,0.19463,0.207,6.23984,4.84393,6.23984,NHMe-NH2,2,16,18,pcu
str_m4_o22_o24_acs_sym.109,2.763619,0.007134,8.675703,0.095465,2.763619,0.437845,0.15289,7.979329,5.068796,0.437845,0.698998,0.260957,8.137039,5.462805,0.698998,2.325774,2.064621,2.235379,0.132931,8.089154,1.389826,2.235379,0.190097,0.006623,4.626798,0.320508,0.190097,59.57968967,4138.602171,3446.32768,0,0.10687,0.0773,5.32892,3.08827,5.32892,COOH-OH,4,22,24,acs
str_m5_o2_o17_sra_sym.17,2.478132,0.006219,7.065159,0.050619,2.477889,0.152363,0.018213,6.612535,1.408419,0.15223,0.397323,0.078404,6.752789,2.341164,0.396504,2.325769,2.080809,1.937238,0.015959,6.6348,0.170378,1.936994,0.226929,0.004362,4.086797,0.238819,0.225946,43.25290818,2242.571953,1408.716606,949.74,0.17044,0.1634,5.87751,4.83839,5.87751,F,9,2,17,sra
str_m3_o14_o18_pcu_sym.214,2.645084,0.920201,6.41947,4.054519,2.644737,0.319505,0.047913,6.508524,1.735669,0.319316,0.593611,0.102454,6.474896,1.95176,0.592444,2.325579,2.051473,2.422123,0.779378,6.104255,3.547289,2.421776,0.360728,0.116073,4.189137,2.314816,0.359378,34.02034183,1503.043366,872.46318,1597.57,0.20279,0.2104,5.79152,3.97373,5.5214,NHMe-CN,3,14,18,pcu
str_m7_o9_o11_bcu_sym.48,2.666235,0.189366,7.564542,1.574453,2.666235,0.340982,0.064172,6.778555,2.279914,0.340982,0.566099,0.182169,6.677776,3.769582,0.566099,2.325253,2.100136,2.105455,0.020445,6.654753,0.200448,2.105455,0.312651,0.007633,4.228215,0.392547,0.312651,34.11995697,2633.91386,1574.28138,0,0.16328,0.1645,6.65016,2.47515,6.23419,OPr-OH,12,9,11,bcu
str_m4_o17_o17_acs_sym.93,3.021901,0.018668,6.261113,0.126307,3.021432,0.696887,0.174922,7.711579,3.509156,0.696631,1.290984,0.476982,7.269768,4.765483,1.289404,2.325014,1.730917,2.969341,0.002966,6.406435,0.038499,2.968871,0.267527,0.006496,4.48631,0.933906,0.265496,56.23604745,3741.34821,2265.49052,1348.12,0.21636,0.2152,7.32922,4.95501,7.32922,OH,4,17,17,acs
str_m2_o5_o29_pcu_sym.1,2.585301,0.904906,7.240142,4.653831,2.585105,0.260405,0.033811,6.805043,1.579802,0.260298,0.578554,0.117633,6.334162,2.24201,0.577895,2.324896,2.006747,2.433585,0.851803,7.138662,4.582791,2.433389,0.25838,0.090438,4.510946,2.743286,0.257648,47.72104652,1982.537761,1251.71628,955.44,0.19236,0.1835,5.53116,4.37619,5.53116,COOH-NO2,2,5,29,pcu
str_m5_o2_o25_sra_sym.189,2.823082,0.010194,9.011026,0.130379,2.823082,0.498227,0.111437,8.190411,3.34117,0.498227,0.703825,0.230461,8.378682,4.949566,0.703825,2.324855,2.119257,2.186224,0.086627,8.470314,0.991508,2.186224,0.159368,0.00398,5.077588,0.346408,0.159368,69.5049713,2387.955527,1685.7873,0,0.09646,0.0823,4.20867,2.55693,3.9948,Me-NO2,9,2,25,sra
str_m2_o10_o29_pcu_sym.238,2.742799,0.612669,7.140814,2.92558,2.742721,0.418159,0.057128,7.507042,1.854095,0.418116,0.801905,0.188328,7.963281,3.354867,0.801641,2.32464,1.940894,2.694826,0.373394,8.176375,2.101725,2.694748,0.188283,0.026088,4.280064,1.021982,0.188041,72.51735455,1753.159643,1259.70028,650.52,0.12937,0.1084,4.71782,3.79662,4.71553,NO2,2,10,29,pcu
str_m5_o16_o17_sra_sym.165,2.901409,0.005795,7.20919,0.02508,2.901051,0.576979,0.175136,7.750162,4.267039,0.576783,0.839397,0.295576,7.407645,4.638893,0.838191,2.32443,2.062012,2.944405,0.152902,7.48634,1.184564,2.944047,0.182051,0.027236,4.21169,1.684607,0.180548,81.94582104,2901.640926,1631.04976,1155.51,0.19462,0.2085,6.80147,5.90504,6.80147,Et-NO2,9,16,17,sra
str_m2_o16_o17_pcu_sym.125,2.675079,0.017574,6.88306,0.13279,2.675079,0.350749,0.057174,7.413652,2.181756,0.350749,0.649184,0.141493,7.672076,2.986568,0.649184,2.32433,2.025895,2.393306,0.014394,7.132694,0.118257,2.393306,0.191338,0.004141,4.483038,0.228521,0.191338,63.37519851,2113.54069,1266.33734,0,0.11687,0.1175,4.98892,2.89766,4.98892,OPr-H,2,16,17,pcu
str_m2_o1_o29_pcu_sym.238,2.552804,0.941019,5.66236,3.737951,2.551495,0.228487,0.021678,5.669518,0.938936,0.227771,0.544968,0.105891,6.12926,2.062967,0.540561,2.324317,2.007836,1.587477,0.584871,6.573781,4.407575,1.586168,0.277614,0.102281,3.193454,1.91676,0.271635,28.97266276,2890.149646,1480.21636,2323.1,0.35007,0.4116,7.82659,6.1469,7.65378,H-SO3H,2,1,29,pcu
str_m5_o11_o18_sra_sym.62,2.735779,0.00577,8.23028,0.048414,2.735779,0.411525,0.086105,7.35583,2.776322,0.411525,0.776404,0.221814,7.58472,3.864877,0.776404,2.324254,1.959375,2.441749,0.016826,7.769117,0.160396,2.441749,0.173299,0.001995,4.39152,0.089816,0.173299,71.38834192,2255.42433,1440.606,0,0.1177,0.111,4.06898,2.77498,3.97475,CN-OH,9,11,18,sra
str_m3_o40_o41_fof_sym.21,2.610424,0.011398,5.930248,0.079943,2.609214,0.2865,0.055669,5.875287,2.002883,0.285838,0.771115,0.266911,6.206917,3.728725,0.767042,2.323924,1.839309,2.091696,0.046,5.588328,0.353859,2.090486,0.398253,0.024213,3.379334,0.73767,0.392658,26.61103972,7668.103688,4111.22704,2051.05,0.34001,0.3819,8.84445,4.14574,8.82285,OMe,3,40,41,fof
str_m5_o11_o16_sra_sym.39,2.75696,0.013901,7.275428,0.108661,2.756878,0.433112,0.073376,7.661934,2.3517,0.433067,0.729949,0.22,7.428097,3.982802,0.729675,2.323848,2.027011,2.753303,0.010574,7.776108,0.098025,2.753221,0.196133,0.001298,4.469002,0.055561,0.196133,71.12555528,1896.07694,1293.09166,1014.14,0.16146,0.1426,4.9235,3.30212,4.9235,Cl-Br,9,11,16,sra
str_m5_o11_o18_sra_sym.22,2.789274,0.009343,7.905097,0.067926,2.789274,0.465517,0.096031,7.722716,2.888595,0.465517,0.653114,0.144221,7.961826,3.153815,0.653114,2.323757,2.13616,2.839796,0.010984,6.861056,0.086976,2.839796,0.174809,0.002023,4.512121,0.125232,0.174809,82.30868967,2255.66643,1344.85168,0,0.11223,0.1134,4.34879,2.89735,4.02118,Pr,9,11,18,sra
str_m5_o2_o2_sra_sym.78,2.613877,0.002738,5.883755,0.0181,2.613549,0.29018,0.050083,7.313579,2.275562,0.29,0.581168,0.118164,6.77183,2.419985,0.580063,2.323697,2.032709,1.858025,0.036296,7.309301,0.432736,1.857696,0.210699,0.002022,3.65644,0.065091,0.209348,44.67981971,2268.060576,1342.6684,1189,0.20096,0.2044,6.63216,4.16801,6.63216,CN-OH,9,2,2,sra
str_m5_o1_o16_sra_sym.81,2.645599,0.002192,7.204468,0.016865,2.645599,0.322042,0.061594,7.836487,2.721711,0.322042,0.759853,0.19469,7.390278,3.366519,0.759853,2.323557,1.885746,2.38404,0.001921,6.493068,0.015257,2.38404,0.192223,0.011648,4.827018,0.825232,0.192223,62.83918158,1938.473095,1238.64692,0,0.12239,0.1153,5.37863,2.75132,5.37863,NHMe-Et,9,1,16,sra
str_m2_o12_o18_pcu_sym.69,2.532004,0.96466,6.639066,4.607561,2.531559,0.208485,0.028483,6.283191,1.519695,0.208241,0.475991,0.083657,6.31124,1.929956,0.474491,2.323519,2.056013,2.201955,0.817249,6.50011,4.385414,2.20151,0.272332,0.101075,3.788391,2.372522,0.270434,40.96680522,1562.044461,877.75096,1395.22,0.20961,0.2246,6.50825,3.9422,5.71614,H-OMe,2,12,18,pcu
str_m5_o16_o24_sra_sym.91,2.906035,0.003274,7.977216,0.02779,2.906035,0.582633,0.147769,7.969937,3.67682,0.582633,0.769367,0.221582,8.324899,4.322496,0.769367,2.323402,2.136668,2.800177,0.059792,8.086635,0.519895,2.800177,0.148459,0.006897,4.635741,0.431869,0.148459,95.56553302,1828.10296,1192.53212,0,0.12615,0.1165,4.085,2.88367,4.0279,H-OH,9,16,24,sra
str_m5_o11_o16_sra_sym.23,2.862314,0.031423,7.990069,0.27236,2.862248,0.539013,0.119025,7.864136,3.154552,0.538977,0.791468,0.220523,7.530615,3.739087,0.791245,2.323301,2.070846,2.731272,0.041994,6.972425,0.312224,2.731206,0.15572,0.000139,4.402997,0.036156,0.15572,88.86748523,1891.248555,1134.4978,955.68,0.15108,0.1517,4.59295,3.16548,4.20834,NHMe-H,9,11,16,sra
str_m5_o4_o5_sra_sym.185,2.597956,0.843872,7.35068,4.39061,2.597812,0.275098,0.034779,6.822114,1.542549,0.275019,0.532213,0.106622,6.566885,2.302333,0.53173,2.322858,2.065743,2.104204,0.804012,6.853229,4.784664,2.104061,0.219705,0.083949,4.159481,2.726112,0.219445,48.52552407,1373.775394,1052.13912,974.97,0.17962,0.1412,5.33853,3.708,5.33404,NO2,9,4,5,sra
str_m2_o5_o29_pcu_sym.49,2.628426,0.975532,6.967779,4.732562,2.62812,0.305928,0.031208,6.636128,1.206735,0.305761,0.634025,0.128911,6.475843,2.299624,0.632995,2.322498,1.994401,2.195538,0.843735,6.557245,4.584687,2.195232,0.330299,0.126932,4.262917,2.821288,0.329215,33.67875531,1954.890276,1275.26988,1705.68,0.25024,0.231,4.64285,4.18249,4.52747,Br-OH,2,5,29,pcu
str_m5_o18_o22_sra_sym.28,2.675792,0.003065,8.388111,0.041758,2.67577,0.353407,0.052996,8.232131,2.252608,0.353395,0.643885,0.202133,8.270213,4.677189,0.643811,2.322385,2.031907,2.096003,0.079527,8.521773,0.979241,2.095981,0.101901,0.005176,4.964916,0.611489,0.101901,104.2163328,2211.525773,1633.19596,306.18,0.0953,0.0777,4.20768,3.28887,4.20768,H-Cl,9,18,22,sra
str_m7_o4_o4_bcu_sym.2,2.625032,0.073826,6.900684,0.54788,2.625032,0.303051,0.053262,7.005506,2.208921,0.303051,0.6403,0.165708,6.675765,3.030541,0.6403,2.321981,1.984732,2.681321,0.034207,6.653222,0.222926,2.681321,0.282381,0.009645,4.377359,0.651136,0.282381,48.11003479,5088.754971,3048.43616,0,0.17131,0.1722,8.0895,3.1341,7.53209,OEt,12,4,4,bcu
str_m5_o18_o19_sra_sym.104,3.261194,0.020574,7.151691,0.124083,3.261194,0.939619,0.289183,8.312234,4.672433,0.939619,1.185991,0.456352,7.708118,5.300347,1.185991,2.321575,2.075203,3.285338,0.067651,8.851967,0.564763,3.285338,0.180763,0.017128,4.77206,1.4316,0.180763,92.0858391,2423.240631,1392.89448,0,0.11645,0.122,4.32718,2.58805,4.32507,Et,9,18,19,sra
str_m5_o4_o18_sra_sym.110,2.839914,0.01688,8.966026,0.176626,2.839914,0.51839,0.166817,8.4233,4.956943,0.51839,0.874287,0.335505,8.617527,5.984007,0.874287,2.321524,1.965627,2.480206,0.094687,8.601045,0.966001,2.480206,0.118939,0.007024,5.056532,1.18654,0.118939,105.653966,2185.120514,1960.22644,0,0.10302,0.0692,4.29595,2.18546,4.29493,I-NO2,9,4,18,sra
str_m3_o1_o6_pcu_sym.32,2.612554,0.008251,7.59568,0.081553,2.612307,0.291055,0.054776,7.292867,2.4735,0.29092,0.496524,0.087266,7.206632,2.244692,0.495692,2.321499,2.11603,2.238587,0.102389,7.89584,1.124927,2.23834,0.154184,0.010707,4.014227,0.553067,0.153174,73.56258842,1656.785896,1347.7302,879.68,0.16819,0.1245,5.79768,4.21033,5.79768,OMe-SO3H,3,1,6,pcu
str_m5_o4_o16_sra_sym.49,2.54231,0.509763,7.974197,2.960357,2.54231,0.220812,0.030909,7.483686,1.893189,0.220812,0.567145,0.088769,7.106254,1.967609,0.567145,2.321498,1.975165,2.160436,0.04414,8.237601,0.52205,2.160436,0.214864,0.003287,4.821902,0.439887,0.214864,50.94482587,1879.559154,1266.52784,0,0.14339,0.1281,4.88162,2.72005,4.13029,NO2-H,9,4,16,sra
str_m3_o40_o41_fof_sym.4,2.614873,0.126804,7.182418,1.023345,2.614873,0.293448,0.075943,7.024476,3.26246,0.293448,0.675415,0.221376,6.806565,3.923888,0.675415,2.321425,1.939458,2.535622,0.091484,6.897674,0.732912,2.535622,0.241838,0.01385,4.035192,0.589444,0.241838,53.12296441,7769.082813,6425.3344,0,0.2563,0.1866,7.42662,3.16104,7.36499,NO2-I,3,40,41,fof
str_m3_o14_o16_pcu_sym.88,2.600404,0.016136,7.246205,0.125218,2.600099,0.279056,0.050792,6.508593,2.106719,0.278889,0.551894,0.156385,6.731385,3.349699,0.550866,2.321348,2.04851,2.653304,0.063382,7.752572,0.586399,2.652998,0.234602,0.004815,4.214883,0.206428,0.233331,57.30303635,1305.262318,907.3948,985.19,0.17261,0.1495,5.87738,3.99616,5.87738,SO3H-COOH,3,14,16,pcu
str_m5_o18_o19_sra_sym.105,2.838859,0.167686,8.016749,1.360718,2.838859,0.517773,0.137933,8.474897,4.131033,0.517773,0.817321,0.258217,8.178802,4.6493,0.817321,2.321086,2.021538,2.594763,0.051471,8.173748,0.507492,2.594763,0.169708,0.00142,4.475292,0.139606,0.169708,77.46717421,2428.512192,1392.89448,0,0.11925,0.1252,4.00313,3.00455,4.00313,Et,9,18,19,sra
str_m5_o16_o18_sra_sym.23,3.186478,0.007076,9.76005,0.067091,3.186478,0.8654,0.258943,9.217027,5.084111,0.8654,0.960128,0.310797,8.790594,5.159763,0.960128,2.321078,2.22635,2.509505,0.018605,10.242949,0.243433,2.509505,0.118288,0.002793,5.169042,0.272172,0.118288,107.4904076,2214.807169,1552.80544,0,0.07843,0.0674,3.8639,2.40339,3.75344,H-OH,9,16,18,sra
str_m5_o10_o28_sra_sym.166,2.586018,0.029595,5.937062,0.181697,2.585674,0.265152,0.047434,7.007025,2.248928,0.264964,0.654944,0.187114,6.560158,3.279453,0.653788,2.320866,1.931074,2.297552,0.004342,6.32819,0.050641,2.297208,0.290264,0.009791,4.038174,0.324623,0.288875,40.10462935,2795.873106,1669.663816,1332.39,0.21096,0.2127,5.85258,5.00842,5.85258,F-CN,9,10,28,sra
str_m7_o9_o11_bcu_sym.58,2.581647,0.039259,6.733284,0.321463,2.581647,0.260783,0.044181,6.698448,2.025239,0.260783,0.632173,0.231532,6.970776,4.504902,0.632173,2.320864,1.949474,2.493546,0.050579,6.224069,0.333005,2.493546,0.302306,0.035138,4.518216,1.382023,0.302306,41.79198031,2562.561212,1579.0989,0,0.17187,0.168,6.66381,2.64913,6.66381,Br,12,9,11,bcu
str_m3_o40_o41_fof_sym.235,2.661429,0.006579,6.400816,0.06359,2.660582,0.340612,0.088149,6.154101,2.811958,0.340149,0.716117,0.273696,6.524303,4.359762,0.713264,2.320817,1.945312,2.771618,0.246407,7.276947,1.944881,2.770771,0.314138,0.029565,3.787811,1.408477,0.310293,44.70285204,7728.703462,4590.98016,1708.32,0.29817,0.3023,8.43935,3.63767,8.42777,H-NO2,3,40,41,fof
str_m3_o14_o18_pcu_sym.4,2.504599,0.881794,6.451851,4.126021,2.504299,0.18395,0.014117,6.208059,0.842126,0.183786,0.45504,0.085638,6.32746,2.072724,0.45403,2.320649,2.049559,2.258806,0.808125,7.057235,4.625954,2.258506,0.310281,0.111008,4.288288,2.644681,0.309014,36.88468539,1516.408539,941.5632,1035.83,0.17346,0.1682,5.97983,4.335,5.97983,Ph,3,14,18,pcu
str_m7_o9_o12_bcu_sym.38,2.640679,0.029,7.004517,0.235773,2.640679,0.320062,0.046937,7.330493,1.938469,0.320062,0.518596,0.123216,6.180266,2.546801,0.518596,2.320617,2.122083,2.251051,0.65042,6.798314,3.586405,2.251051,0.306805,0.088648,4.24293,2.109696,0.306805,37.17450846,2557.573498,1496.168,0,0.17462,0.1798,7.01174,2.74186,6.61239,COOH-Pr,12,9,12,bcu
str_m3_o10_o28_pcu_sym.179,2.654164,0.022706,6.430235,0.152059,2.653553,0.333558,0.039872,6.297538,1.333112,0.333224,0.776124,0.206757,6.480606,3.01555,0.774067,2.320606,1.87804,2.176572,0.193002,6.2639,1.005851,2.175962,0.386485,0.034271,3.958533,0.597005,0.383885,28.53400468,1545.964527,807.3022,2025.87,0.25846,0.2981,6.63786,5.08576,6.63786,Me,3,10,28,pcu
str_m5_o1_o16_sra_sym.59,2.903323,0.00308,7.085012,0.017556,2.90319,0.582811,0.125344,7.644729,2.977988,0.582738,0.815831,0.206914,7.375725,3.325008,0.815385,2.320512,2.087492,2.783047,0.055189,8.355218,0.486296,2.782915,0.222133,0.003011,4.496055,0.323904,0.222133,63.4789584,1930.573333,1184.51012,921.54,0.15342,0.1506,4.54735,3.19803,4.2607,OMe,9,1,16,sra
str_m5_o11_o18_sra_sym.52,2.850549,0.098183,7.73895,0.772014,2.850549,0.530347,0.10305,8.623016,3.070685,0.530347,0.833589,0.294721,7.878279,4.9905,0.833589,2.320202,2.01696,2.747433,0.052362,8.068753,0.448819,2.747433,0.163892,0.0085,4.678137,0.523651,0.163892,84.93597735,2249.009368,1560.60752,0,0.11641,0.101,4.4657,2.70734,4.29053,COOH-OH,9,11,18,sra
str_m2_o14_o14_pcu_sym.8,2.689144,0.848026,7.199156,4.167038,2.688867,0.369078,0.067178,6.67087,2.165792,0.368927,0.792046,0.200881,6.806618,3.03633,0.791113,2.320066,1.897098,3.026713,0.01755,6.45311,0.092711,3.026436,0.314783,0.009009,4.021472,0.248083,0.313901,48.71719841,2241.847863,1371.17184,1238.16,0.19813,0.1951,5.40759,4.13424,5.36086,,2,14,14,pcu
str_m2_o10_o17_pcu_sym.97,2.941087,0.780768,8.152518,4.014069,2.941087,0.621345,0.142474,7.722482,3.210713,0.621345,1.000645,0.271529,7.736317,3.753151,1.000645,2.319742,1.940442,2.972838,0.483441,7.525301,2.254917,2.972838,0.211302,0.034362,4.627629,1.312482,0.211302,71.28365657,942.909468,659.46912,0,0.13411,0.1155,4.20834,2.25238,4.19226,CN,2,10,17,pcu
str_m2_o10_o14_pcu_sym.142,2.756225,0.173406,8.24822,0.96335,2.756225,0.436874,0.071213,8.059567,2.39233,0.436874,0.634891,0.121431,7.750802,2.650927,0.634891,2.319351,2.121334,2.146645,0.508273,7.967531,3.492599,2.146645,0.105405,0.024957,4.583597,1.890135,0.105405,103.186136,676.184373,499.37778,0,0.12231,0.0997,3.83238,2.82206,3.82226,Me,2,10,14,pcu
str_m3_o4_o9_pcu_sym.234,2.629327,3E-06,7.675829,2.6E-05,2.629141,0.309995,0.057385,6.84218,2.266125,0.309893,0.567408,0.117049,7.004245,2.551177,0.566782,2.319332,2.061919,2.020585,0.003208,7.165222,0.034772,2.0204,0.316817,0.003081,4.857597,0.119213,0.316096,32.31401934,1144.633421,802.41156,835.3,0.13451,0.1155,5.68897,3.7104,5.30188,NHMe-OMe,3,4,9,pcu
str_m2_o18_o18_pcu_sym.71,2.597322,0.043208,6.106072,0.278942,2.596703,0.278081,0.048874,6.157796,1.910945,0.277742,0.505594,0.126906,5.823307,2.511346,0.503508,2.319241,2.091728,2.458769,0.035733,6.43502,0.389666,2.45815,0.469649,0.036643,4.326319,1.217867,0.467038,26.52568819,5108.824125,2436.53552,1961.42,0.24191,0.3055,7.39835,4.08007,7.39835,NHMe,2,18,18,pcu
str_m7_o17_o18_bcu_sym.31,2.622619,0.05804,7.665056,0.4729,2.622298,0.303547,0.045519,7.12666,1.921059,0.303371,0.626145,0.163644,6.87446,3.164315,0.625065,2.319072,1.996474,2.408348,0.014578,6.542038,0.10912,2.408027,0.278588,0.002336,4.135166,0.35828,0.278588,43.80051019,10611.50072,5555.72176,1298.88,0.16821,0.1935,7.28565,3.4894,6.89908,H-OPr,12,17,18,bcu
